X - coordinate,Y - coordinate,Time
0.076049128,0.075549128,0
0.152133081,0.150133081,0.01
0.228251506,0.223751506,0.02
0.304404048,0.296404048,0.03
0.380590355,0.368090355,0.04
0.456810073,0.438810073,0.05
0.533062847,0.508562847,0.06
0.609348326,0.577348326,0.07
0.685666155,0.645166155,0.08
0.76201598,0.71201598,0.09
0.838397448,0.777897448,0.1
0.914810206,0.842810206,0.11
0.991253899,0.906753899,0.12
1.067728175,0.969728175,0.13
1.14423268,1.03173268,0.14
1.22076706,1.09276706,0.15
1.297330962,1.152830962,0.16
1.373924032,1.211924032,0.17
1.450545917,1.270045917,0.18
1.527196262,1.327196262,0.19
1.603874715,1.383374715,0.2
1.680580923,1.438580923,0.21
1.75731453,1.49281453,0.22
1.834075184,1.546075184,0.23
1.910862532,1.598362532,0.24
1.987676219,1.649676219,0.25
2.064515893,1.700015893,0.26
2.141381199,1.749381199,0.27
2.218271784,1.797771784,0.28
2.295187294,1.845187294,0.29
2.372127377,1.891627377,0.3
2.449091678,1.937091678,0.31
2.526079844,1.981579844,0.32
2.603091521,2.025091521,0.33
2.680126356,2.067626356,0.34
2.757183995,2.109183995,0.35
2.834264085,2.149764085,0.36
2.911366272,2.189366272,0.37
2.988490202,2.227990202,0.38
3.065635523,2.265635523,0.39
3.142801879,2.302301879,0.4
3.219988919,2.337988919,0.41
3.297196288,2.372696288,0.42
3.374423633,2.406423633,0.43
3.4516706,2.4391706,0.44
3.528936835,2.470936835,0.45
3.606221986,2.501721986,0.46
3.683525698,2.531525698,0.47
3.760847619,2.560347619,0.48
3.838187393,2.588187393,0.49
3.915544669,2.615044669,0.5
3.992919092,2.640919092,0.51
4.070310309,2.665810309,0.52
4.147717966,2.689717966,0.53
4.225141709,2.712641709,0.54
4.302581186,2.734581186,0.55
4.380036043,2.755536043,0.56
4.457505925,2.775505925,0.57
4.53499048,2.79449048,0.58
4.612489353,2.812489353,0.59
4.690002193,2.829502193,0.6
4.767528644,2.845528644,0.61
4.845068353,2.860568353,0.62
4.922620967,2.874620967,0.63
5.000186132,2.887686132,0.64
5.077763494,2.899763494,0.65
5.155352701,2.910852701,0.66
5.232953398,2.920953398,0.67
5.310565232,2.930065232,0.68
5.388187849,2.938187849,0.69
5.465820897,2.945320897,0.7
5.54346402,2.95146402,0.71
5.621116867,2.956616867,0.72
5.698779082,2.960779082,0.73
5.776450313,2.963950313,0.74
5.854130206,2.966130206,0.75
5.931818408,2.967318408,0.76
6.009514564,2.967514564,0.77
6.087218322,2.966718322,0.78
6.164929328,2.964929328,0.79
6.242647228,2.962147228,0.8
6.320371669,2.958371669,0.81
6.398102297,2.953602297,0.82
6.475838758,2.947838758,0.83
6.5535807,2.9410807,0.84
6.631327768,2.933327768,0.85
6.70907961,2.92457961,0.86
6.78683587,2.91483587,0.87
6.864596197,2.904096197,0.88
6.942360236,2.892360236,0.89
7.020127633,2.879627633,0.9
7.097898036,2.865898036,0.91
7.17567109,2.85117109,0.92
7.253446443,2.835446443,0.93
7.33122374,2.81872374,0.94
7.409002628,2.801002628,0.95
7.486782753,2.782282753,0.96
7.564563763,2.762563763,0.97
7.642345302,2.741845302,0.98
7.720127019,2.720127019,0.99
7.797908559,2.697408559,1
7.875689568,2.673689568,1.01
7.953469693,2.648969693,1.02
8.031248581,2.623248581,1.03
8.109025878,2.596525878,1.04
8.186801231,2.568801231,1.05
8.264574285,2.540074285,1.06
8.342344688,2.510344688,1.07
8.420112086,2.479612086,1.08
8.497876125,2.447876125,1.09
8.575636451,2.415136451,1.1
8.653392712,2.381392712,1.11
8.731144553,2.346644553,1.12
8.808891621,2.310891621,1.13
8.886633563,2.274133563,1.14
8.964370024,2.236370024,1.15
9.042100652,2.197600652,1.16
9.119825093,2.157825093,1.17
9.197542993,2.117042993,1.18
9.275253999,2.075253999,1.19
9.352957757,2.032457757,1.2
9.430653914,1.988653914,1.21
9.508342115,1.943842115,1.22
9.586022008,1.898022008,1.23
9.663693239,1.851193239,1.24
9.741355455,1.803355455,1.25
9.819008301,1.754508301,1.26
9.896651425,1.704651425,1.27
9.974284472,1.653784472,1.28
10.05190709,1.601907089,1.29
10.12951892,1.549018923,1.3
10.20711962,1.49511962,1.31
10.28470883,1.440208827,1.32
10.36228619,1.38428619,1.33
10.43985135,1.327351355,1.34
10.51740397,1.269403969,1.35
10.59494368,1.210443678,1.36
10.67247013,1.150470129,1.37
10.74998297,1.089482968,1.38
10.82748184,1.027481842,1.39
10.9049664,0.964466396,1.4
10.98243628,0.900436279,1.41
11.05989114,0.835391135,1.42
11.13733061,0.769330612,1.43
11.21475436,0.702254356,1.44
11.29216201,0.634162013,1.45
11.36955323,0.565053229,1.46
11.44692765,0.494927652,1.47
11.52428493,0.423784928,1.48
11.6016247,0.351624703,1.49
11.67894662,0.278446623,1.5
11.75625034,0.204250335,1.51
11.83353549,0.129035486,1.52
11.91080172,0.052801722,1.53
11.98804869,-0.024451311,1.54
